RMSE,MAPE,EnbPI_Coverage,AgACI_Coverage,EnbPI_Width,AgACI_Width,Asset
0.028591620541609977,153.35384185184725,0.9524517087667161,0.888558692421991,0.12377406197562071,0.08907481768243779,BTC
0.012261482074295048,109.92364321591862,0.9134808853118712,0.8812877263581489,0.041187277258017456,0.03812457489058623,SP500
0.0054992480865665655,121.32908524035773,0.7906976744186046,0.8875968992248062,0.01320018866946643,0.017712032790675215,FX
